BARCODE,Name,Number,GROUP,SAMPLE
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Alicycliphilus",63,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Brachymonas",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Caenimonas",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Comamonas",1376,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Diaphorobacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Hylemonella",42,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Lampropedia",5,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Macromonas",11,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Pseudacidovorax",19,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Verminephrobacter",7,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Xenophilus",5,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalicibacterium",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Hydrogenophilus",228,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Petrobacter",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Bergeriella",28,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Chitinibacter",25,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Chitinilyticum",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Gulbenkiania",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Laribacter",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Neisseria",94,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Vitreoscilla",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Nitrosomonadales Nitrosomonadaceae Nitrosospira",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Azovibrio",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Denitratisoma",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Quatrionicoccus",4,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Bdellovibrio",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfarculales Desulfarculaceae Desulfarculus",4,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatiferula",8,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatirhabdium",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Kofleriaceae Kofleria",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Chondromyces",4,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Sorangium",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella",9,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter",162,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurovum",13,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Lebetimonas",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Thioreductor",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Gilvimarinus",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Solimonas",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Plesiomonas",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Sodalis",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Cardiobacteriales Cardiobacteriaceae Dichelobacter",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Chromatiaceae Chromatium",52,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Chromatiaceae Thiohalocapsa",3,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Ectothiorhodospiraceae Alkalispirillum",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Ectothiorhodospiraceae Aquisalimonas",8,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Ectothiorhodospiraceae Arhodomonas",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Halothiobacillaceae Thioalkalibacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Hahellaceae Endozoicomonas",30,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Aidingimonas",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Carnimonas",67,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Cobetia",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Modicisalibacter",151,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Zymobacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Litoricolaceae Litoricola",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Balneatrix",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Neptuniibacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oleiphilaceae Oleiphilus",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter",11,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Alkanindiges",9,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Enhydrobacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azomonas",396,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azorhizophilus",414,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas",3732,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Cycloclasticus",4,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Beggiatoa",22,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Leucothrix",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichales_incertae_sedis Fangia",4,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Alkanibacter",5,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Hydrocarboniphaga",6,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Sinobacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Steroidobacter",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Frateuria",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteibacter",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Spirochaetes"" Spirochaetes Spirochaetales Spirochaetales_incertae_sedis Exilispira",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminiphilus",2,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminomonas",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Thermovirga",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Tenericutes"" Mollicutes Haloplasmatales Haloplasmataceae Haloplasma",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Caldimicrobium",1,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Geotoga",7,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Kosmotoga",9,EXTRACTION CONTROL,unknown
MID1,"Bacteria ""Verrucomicrobia"" Opitutae Opitutales Opitutaceae Alterococcus",1,EXTRACTION CONTROL,unknown
MID1,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Bangiophyceae,2,EXTRACTION CONTROL,unknown
MID1,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Chlorarachniophyceae,85,EXTRACTION CONTROL,unknown
MID1,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Streptophyta,1388,EXTRACTION CONTROL,unknown
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Acidilobales Acidilobaceae Acidilobus",2,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Acidilobales Caldisphaeraceae Caldisphaera",14,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Ignisphaera",23,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Sulfophobococcus",1,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Thermosphaera",2,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Hyperthermus",1,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Pyrolobus",2,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Stygiolobus",10,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Sulfurisphaera",11,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermofilaceae Thermofilum",9,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermoproteaceae Caldivirga",5,NEC 1,tissue
MID2,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermoproteaceae Thermocladium",3,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanocellales Methanocellaceae Methanocella",9,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanomicrobiales Methanomicrobiaceae Methanomicrobium",1,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methanosarcinaceae Methanimicrococcus",12,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methermicoccaceae Methermicoccus",2,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Archaeoglobi Archaeoglobales Archaeoglobaceae Ferroglobus",4,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Haladaptatus",3,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halogeometricum",1,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Haloplanus",4,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Haloquadratum",3,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halosimplex",5,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Natronobacterium",2,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Natronomonas",26,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Methanobacteria Methanobacteriales Methanobacteriaceae Methanosphaera",1,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Methanopyri Methanopyrales Methanopyraceae Methanopyrus",47,NEC 1,tissue
MID2,"Archaea ""Euryarchaeota"" Thermoplasmata Thermoplasmatales Thermoplasmatales_incertae_sedis Thermogymnomonas",10,NEC 1,tissue
MID2,"Bacteria ""Acidobacteria"" Holophagae Holophagales Holophagaceae Holophaga",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Cellulomonadaceae Paraoerskovia",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Terracoccus",4,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Cryobacterium",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Gulosibacter",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Klugiella",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Microbacterium",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Microterricola",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Propionibacteriaceae Aestuariimicrobium",2,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Propionibacteriaceae Brooklawnia",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Propionibacteriaceae Propionibacterium",31,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Propionibacteriaceae Propionimicrobium",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Pseudonocardiaceae Thermobispora",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Streptosporangiaceae Thermopolyspora",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Adlercreutzia",9,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Asaccharobacter",5,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Cryptobacterium",1,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Enterorhabdus",2,NEC 1,tissue
MID2,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Paraeggerthella",2,NEC 1,tissue
MID2,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificaceae Aquifex",54,NEC 1,tissue
MID2,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificaceae Hydrogenobaculum",2,NEC 1,tissue
MID2,"Bacteria ""Aquificae"" Aquificae Aquificales Desulfurobacteriaceae Balnearium",7,NEC 1,tissue
MID2,"Bacteria ""Aquificae"" Aquificae Aquificales Hydrogenothermaceae Venenivibrio",9,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Marinilabiaceae"" Alkaliflexus",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Marinilabiaceae"" Anaerophaga",3,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Porphyromonas",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Proteiniphilum",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Tannerella",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Hallella",10,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Prevotella",7,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Xylanibacter",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Rikenellaceae"" Rikenella",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" Bacteroidales_incertae_sedis Phocaeicola",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Segetibacter",4,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Cyclobacteriaceae"" Aquiflexum",3,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Cyclobacteriaceae"" Belliella",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Flexithrix",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Rapidithrix",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Arcicella",6,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Leadbetterella",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Microscilla",28,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Persicitalea",9,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Rhodonellum",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Capnocytophaga",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Cloacibacterium",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Costertonia",6,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Eudoraea",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Flavobacterium",8,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Galbibacter",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Gilvibacter",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Jejuia",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kordia",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kriegella",5,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Robiginitalea",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Stenothermobacter",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Wautersiella",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zeaxanthinibacter",1,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zhouia",2,NEC 1,tissue
MID2,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zunongwangia",2,NEC 1,tissue
MID2,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia",2,NEC 1,tissue
MID2,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Simkaniaceae Simkania",5,NEC 1,tissue
MID2,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Waddliaceae Waddlia",1,NEC 1,tissue
MID2,"Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Prosthecochloris",1,NEC 1,tissue
MID2,"Bacteria ""Chloroflexi"" ""Chloroflexi"" ""Chloroflexales"" ""Chloroflexaceae"" Chloroflexus",2,NEC 1,tissue
MID2,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Leptolinea",2,NEC 1,tissue
MID2,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Levilinea",1,NEC 1,tissue
